date,time,lang,task,lstm,word_len_mean,pronunciation_len_mean,nb_samples,max_len_input,max_len_target,nb_input_symbols,nb_output_symbols,x_symbols,y_symbols,x_nb_symbols,y_nb_symbols,trainable_params,training_duration,val_accuracy,nb_predictions,nb_good_predictions,test_err_index,test_accuracy,test_duration,test_err_1_label,test_err_1_nb,test_err_1_word,test_err_1_pronunciation,test_err_1_prediction,test_err_2_label,test_err_2_nb,test_err_2_word,test_err_2_pronunciation,test_err_2_prediction,test_err_3_label,test_err_3_nb,test_err_3_word,test_err_3_pronunciation,test_err_3_prediction
2020-01-15,20:52:49,ko,read,512,8.3,10.6,64669,24,36,67,43,"ᄀ, ᄁ, ᄂ, ᄃ, ᄄ, ᄅ, ᄆ, ᄇ, ᄈ, ᄉ, ᄊ, ᄋ, ᄌ, ᄍ, ᄎ, ᄏ, ᄐ, ᄑ, ᄒ, ᅡ, ᅢ, ᅣ, ᅤ, ᅥ, ᅦ, ᅧ, ᅨ, ᅩ, ᅪ, ᅫ, ᅬ, ᅭ, ᅮ, ᅯ, ᅰ, ᅱ, ᅲ, ᅳ, ᅴ, ᅵ, ᆨ, ᆩ, ᆪ, ᆫ, ᆬ, ᆭ, ᆮ, ᆯ, ᆰ, ᆱ, ᆲ, ᆳ, ᆴ, ᆵ, ᆶ, ᆷ, ᆸ, ᆹ, ᆺ, ᆻ, ᆼ, ᆽ, ᆾ, ᆿ, ᇀ, ᇁ, ᇂ","a, b, d, e, h, i, j, k, m, n, o, p, s, t, u, w, x, ç, ŋ, ɕ, ɡ, ɣ, ɥ, ɦ, ɭ, ɯ, ɰ, ɲ, ɸ, ɾ, ʃ, ʌ, ʎ, ʑ, ʝ, ʰ, ʷ, ̚, ̹, ͈, β",67,41,2353196,0:06:35.880451,0.992,1000,889,"[0.         0.06306306 0.02702703 0.05405405 0.04504505 0.05405405
 0.05405405 0.11711712 0.10810811 0.09009009 0.04504505 0.06306306
 0.0990991  0.06306306 0.02702703 0.03603604 0.00900901 0.01801802
 0.00900901 0.00900901 0.00900901 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.89,0:03:23.073516,r:-.ɲ.+.n.,4,신문예,ɕʰinmuɲje,ɕʰinmunje,r:-.n.+.m.,3,툇마루,tʰwenmaɾu,tʰwemmaɾu,r:-.m.+.n.,2,삼시염불,sʰamɕʰijʌ̹mbuɭ,sʰamɕʰijʌ̹nbuɭ
2020-01-15,21:02:56,nl,write,512,8.6,7.8,13344,24,26,45,30,"a, b, c, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, x, y, z, ø, ŋ, œ, ɑ, ɔ, ə, ɛ, ɡ, ɣ, ɦ, ɪ, ɫ, ɵ, ʃ, ʊ, ʋ, ʌ, ʏ, ʔ, ː, χ","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, ë, ï",45,28,2274847,0:07:33.685779,0.934,1000,438,"[0.         0.05871886 0.06405694 0.11743772 0.14234875 0.12811388
 0.18149466 0.1227758  0.0747331  0.03024911 0.01957295 0.02846975
 0.01067616 0.00533808 0.00355872 0.00355872 0.00177936 0.
 0.00355872 0.         0.00355872 0.         0.         0.
 0.         0.         0.        ]",0.44,0:02:58.345237,w:-.+.e.,28,spiese,spisə,spiesee,w:-.+.s.,14,bezighoudend,bezəχhʌʊdənt,bezighoudends,w:-.d.+.t.,13,gepoogd,χəpoχt,gepoogt
2020-01-15,21:13:34,nl,read,512,8.6,7.8,13344,25,25,28,47,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, ë, ï","a, b, c, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, x, y, z, ø, ŋ, œ, ɑ, ɔ, ə, ɛ, ɡ, ɣ, ɦ, ɪ, ɫ, ɵ, ʃ, ʊ, ʋ, ʌ, ʏ, ʔ, ː, χ",28,45,2283568,0:06:12.615824,0.924,1000,427,"[0.         0.11518325 0.14659686 0.13263525 0.15008726 0.16928447
 0.09773124 0.06980803 0.04013962 0.02268761 0.01396161 0.02094241
 0.008726   0.0052356  0.0017452  0.         0.         0.0017452
 0.0034904  0.         0.         0.         0.         0.
 0.         0.        ]",0.43,0:02:45.313115,r:-.i.+.ɪ.,8,uitbuiting,œʏtbœʏtiŋ,œʏtbœʏtɪŋ,r:-.ɪ.+.i.,8,feitelijk,fɛɪtələk,fɛitələk,r:-.χ.+.x.,7,vrachten,vrɑχtən,vrɑxtən
2020-01-15,21:22:38,pt,write,512,7.1,7.0,13722,20,23,43,38,"a, b, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, z, ð, õ, ĩ, ũ, ɐ, ɔ, ɛ, ɡ, ɣ, ɨ, ɫ, ɲ, ɹ, ɻ, ɾ, ʁ, ʃ, ʎ, ʒ, ̃, β, ẽ","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, á, â, ã, ç, é, ê, í, ó, ô, ú",43,36,2291239,0:07:32.048747,0.962,1000,639,"[0.         0.13296399 0.17174515 0.16066482 0.1800554  0.11634349
 0.09141274 0.06925208 0.03878116 0.02493075 0.00554017 0.00831025
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.64,0:02:28.558235,w:-.á.+.a.,15,secretária,sekɾetaɾia,secretaria,w:-.e.+.i.,12,fume,fumi,fumi,w:-.o.+.u.,10,sossego,suseɣu,sussego
2020-01-15,21:32:44,pt,read,512,7.1,7.0,13722,22,21,36,45,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, á, â, ã, ç, é, ê, í, ó, ô, ú","a, b, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, w, z, ð, õ, ĩ, ũ, ɐ, ɔ, ɛ, ɡ, ɣ, ɨ, ɫ, ɲ, ɹ, ɻ, ɾ, ʁ, ʃ, ʎ, ʒ, ̃, β, ẽ",36,43,2294830,0:03:35.150559,0.902,1000,205,"[0.         0.13459119 0.29433962 0.14842767 0.15220126 0.11446541
 0.07421384 0.04025157 0.01761006 0.01383648 0.00628931 0.00377358
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.2,0:02:24.623530,r:-.a.+.ɐ.,25,comadre,kumaðɾɨ,kumɐðɾɨ,r:-.o.+.u.,23,ensaio,ẽsajo,ẽsaju,r:-.ɐ.+.a.,22,ruína,ʁuinɐ,ʁuina
2020-01-15,21:38:50,ru,write,512,10.7,10.5,304525,27,26,30,35,"a, b, d, f, i, j, k, l, m, n, o, p, r, s, t, u, v, x, z, ɐ, ɕ, ə, ɛ, ɡ, ɣ, ɨ, ɪ, ʂ, ʊ, ʐ","а, б, в, г, д, е, ж, з, и, й, к, л, м, н, о, п, р, с, т, у, ф, х, ц, ч, ш, щ, ъ, ы, ь, э, ю, я, ё",30,33,2256932,0:04:11.734496,0.922,1000,280,"[0.         0.05277778 0.16944444 0.1125     0.16527778 0.15555556
 0.10138889 0.08333333 0.05555556 0.04861111 0.02638889 0.0125
 0.00972222 0.00277778 0.         0.00277778 0.         0.
 0.         0.00138889 0.         0.         0.         0.
 0.         0.         0.        ]",0.28,0:03:33.334678,w:-.а.+.о.,39,безрамочный,bɪzrəmətɕnɨj,безромочный,w:-.о.+.а.,34,биополевой,bɪəpəlɪvəj,биополевай,w:-.е.+.и.,30,терпящий,tɪrpɪɕɪj,тирпящий
2020-01-15,21:46:55,ru,read,512,10.7,10.5,304525,25,28,33,32,"а, б, в, г, д, е, ж, з, и, й, к, л, м, н, о, п, р, с, т, у, ф, х, ц, ч, ш, щ, ъ, ы, ь, э, ю, я, ё","a, b, d, f, i, j, k, l, m, n, o, p, r, s, t, u, v, x, z, ɐ, ɕ, ə, ɛ, ɡ, ɣ, ɨ, ɪ, ʂ, ʊ, ʐ",33,30,2255393,0:08:07.528749,0.974,1000,717,"[0.         0.03180212 0.04946996 0.07067138 0.09540636 0.10954064
 0.12720848 0.15547703 0.13074205 0.1024735  0.04946996 0.05300353
 0.01413428 0.00353357 0.         0.00353357 0.00353357 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",0.72,0:03:23.056242,r:-.t.+.ɪ.,6,одноточечный,ɐdnətətɕɪtɕnɨj,ɐdnətəɪtɕɪɕnɨj,r:-.+.j.,5,шутеит,ʂʊtɪɪt,ʂʊtɪjɪt,r:-.+.t.,4,нисповергать,nɪspəvɪrɡət,nɪspəvɪrɡətt
2020-01-15,21:58:35,sh,write,512,8.9,9.1,98576,24,24,40,29,"a, b, c, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, x, z, â, ê, î, ô, û, ě, ř, ǎ, ǐ, ǒ, ǔ, ɕ, ɡ, ɲ, ʃ, ʋ, ʎ, ʑ, ʒ","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, r, s, t, u, v, z, ć, č, đ, š, ž",40,27,2262046,0:06:46.253107,0.992,1000,894,"[0.         0.01886792 0.04716981 0.03773585 0.04716981 0.09433962
 0.12264151 0.1509434  0.12264151 0.1509434  0.12264151 0.04716981
 0.00943396 0.01886792 0.00943396 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]",0.89,0:02:53.300321,w:-.z.+.d.,2,gnjezdište,ɡɲêzdiʃte,gnjeddište,w:-.t.+.o.,2,poluotočić,pôluototʃitɕ,poluooočić,w:-.k.+.i.,2,hipohondrik,xipoxǒndrik,hipohondrii
2020-01-15,22:08:23,sh,read,512,8.9,9.1,98576,23,25,27,42,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, r, s, t, u, v, z, ć, č, đ, š, ž","a, b, c, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, x, z, â, ê, î, ô, û, ě, ř, ǎ, ǐ, ǒ, ǔ, ɕ, ɡ, ɲ, ʃ, ʋ, ʎ, ʑ, ʒ",27,40,2268715,0:07:48.581349,0.963,1000,510,"[0.         0.0877551  0.35714286 0.16938776 0.06734694 0.10612245
 0.06734694 0.05102041 0.03061224 0.04285714 0.00816327 0.00612245
 0.00408163 0.         0.00204082 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",0.51,0:02:55.008464,r:-.ê.+.ě.,19,vjernički,ʋjêrnitʃki,ʋjěrnitʃki,r:-.ǒ.+.o.,18,neostvaren,neǒstʋaren,neostʋaren,r:-.ǎ.+.a.,18,uljarica,uʎǎritsa,uʎaritsa
2020-01-15,22:19:13,tr,write,512,10.1,10.3,117850,27,26,36,36,"a, b, c, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, y, z, æ, ø, œ, ɔ, ɛ, ɟ, ɡ, ɪ, ɫ, ɯ, ɾ, ʃ, ʊ, ʒ","a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, â, ç, î, ö, ü, ğ, ı, ş",36,34,2271781,0:06:17.241463,0.986,1000,865,"[0.         0.02222222 0.08888889 0.0962963  0.0962963  0.18518519
 0.14074074 0.17777778 0.08148148 0.07407407 0.02962963 0.
 0.00740741 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.        ]",0.86,0:03:16.815174,w:-.â.+.a.,8,bendegân,bændeɡan,bendegan,w:-.ğ.+.,3,başıbağlanmak,baʃɯbaɫanmak,başıbalanmak,w:-.ğ.a.+.,3,inekağacı,inekadʒɯ,inekacı
2020-01-15,22:28:57,tr,read,512,10.1,10.3,117850,25,28,34,38,"a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, â, ç, î, ö, ü, ğ, ı, ş","a, b, c, d, e, f, h, i, j, k, l, m, n, o, p, r, s, t, u, v, y, z, æ, ø, œ, ɔ, ɛ, ɟ, ɡ, ɪ, ɫ, ɯ, ɾ, ʃ, ʊ, ʒ",34,36,2272807,0:08:05.765822,0.992,1000,904,"[0.         0.03125    0.01041667 0.09375    0.14583333 0.10416667
 0.16666667 0.22916667 0.13541667 0.03125    0.03125    0.01041667
 0.         0.         0.         0.01041667 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",0.9,0:03:18.870915,r:-.h.+.s.,3,ruhsuzlaşma,rʊhsʊzɫaʃma,rʊssʊzɫaʃma,r:-.k.+.a.,2,sıcakkanlı,sɯdʒakkanɫɯ,sɯdʒakaanɫɯ,r:-.ø.+.æ.,2,marziyyün,marzɪjjøn,marzɪjjæn
